jobid,title,employer,location,salary,description,tags,url,date,weeknum
118067,Dev Ops Engineer (m/f) for Data Science,XING AG,"Hamburg, Deutschland",,XING is the social network for business professionals with millions of members all over the world. Help…,"[""scala"",""hadoop"",""cassandra"",""java"",""jenkins"",""sysadmin""]",/jobs/118067/dev-ops-engineer-m-f-for-data-science-xing-ag,2016-08-08,32
115430,Senior Developer (Full Stack) - Asset Development - Centre for Innovation,Accenture Ireland,"Dublin, Ireland",,"Overview of the Centre for Innovation
A living, breathing innovation hub as an accelerator to help…","[""html"",""css"",""javascript"",""json"",""java""]",/jobs/115430/senior-developer-full-stack-asset-development-accenture-ireland,2016-08-08,32
122484,Hackers wanted - Leidenschaftliche Programmierer / Entwickler (m/w) gesucht.,freiheit.com technologies gmbh,"Hamburg, Deutschland",,Hackers wanted - Leidenschaftliche Programmierer / Entwickler (m/w) und Machine Learning Experten mit…,"[""java"",""javascript"",""clojure"",""go"",""scala""]",/jobs/122484/hackers-wanted-leidenschaftliche-programmierer-freiheitcom-technologies-gmbh,2016-08-08,32
118065,Director (m/f) Software Engineering,XING AG,"Hamburg, Deutschland",,XING is the social network for business professionals with millions of members all over the world. Help…,"[""ruby"",""ruby-on-rails"",""ios"",""android"",""mobile""]",/jobs/118065/director-m-f-software-engineering-xing-ag,2016-08-08,32
122224,Senior Java Developer - Dublin,TERMINALFOUR,"Dublin, Ireland",,"Do you want to be part of an innovative Research and Development team?
Are you looking for an exciting…","[""java"",""javascript"",""spring"",""hibernate"",""backbone.js""]",/jobs/122224/senior-java-developer-dublin-terminalfour,2016-08-08,32
110699,Full Stack Developer (m/w),appcom interactive GmbH,"Düsseldorf, Deutschland",,"Deine spannenden Aufgaben:

Eigenständige Konzeption von Anwendungsarchitekturen (Client/Server) und…","[""node.js"",""javascript"",""angularjs"",""html"",""php""]",/jobs/110699/full-stack-developer-m-w-appcom-interactive-gmbh,2016-08-08,32
100171,DevOps-Spezialist (m/w),adorsys GmbH & Co. KG,"Nürnberg, Deutschland",,"Wer sind wir?
Wir sind kunterbunte Talente, die Wissen nicht als ihr Eigentum betrachten, sondern…","[""devops"",""docker"",""fedora"",""sysadmin""]",/jobs/100171/devops-spezialist-m-w-adorsys-gmbh-co-kg,2016-08-08,32
122478,Front End Developer,eBay,"Richmond, VA",,"Gumtree, UK's biggest classifieds community is looking for a talented Front End Developer to join our…","[""html5"",""javascript""]",/jobs/122478/front-end-developer-ebay,2016-08-08,32
122477,"Big Data, Teamleitung, ein agiles Arbeitsumfeld, lustige Events sind dein Ding?",VICO Research & Consulting GmbH,"Leinfelden-Echterdingen, Deutschland",,Du willst mit einem jungen motivierten Team arbeiten und dabei dessen Leitung übernehmen? Dann bist Du…,[],/jobs/122477/big-data-teamleitung-ein-agiles-arbeitsumfeld-vico-research-consulting,2016-08-08,32
122473,Data Scientist (f/m),Modomoto Curated Shopping GmbH,"Berlin, Germany",,Do you want to push the boundaries of data science and define the next stage of the field? This is where…,"[""python"",""r"",""sql"",""cassandra"",""neo4j""]",/jobs/122473/data-scientist-f-m-modomoto-curated-shopping-gmbh,2016-08-08,32
122472,Front-End Developer,Aurora Energy Research,"Oxford, UK",,"Based in Oxford, you will join our software development team to create tools to enable clients to access…","[""javascript"",""html"",""css"",""angularjs"",""ember.js""]",/jobs/122472/front-end-developer-aurora-energy-research,2016-08-08,32
122475,Senior Web Developer (m/w),DFL Digital Sports GmbH,"Cologne, Germany",,Zur Unterstützung und zum weiteren erfolgreichen Aufbau der Gesellschaft suchen wir Dich am Standort…,"[""sales"",""support"",""stellenangebot""]",/jobs/122475/senior-web-developer-m-w-dfl-digital-sports-gmbh,2016-08-08,32
122474,Software Engineer / Developer (m/f) Ruby Java,Springer Science + Business Media Deutschland GmbH,"Berlin, Deutschland",,"The way we do businessWe build our software incrementally, iteratively, and continuously, so you’ll be…","[""ruby"",""java"",""scala"",""c#"",""agile""]",/jobs/122474/software-engineer-developer-m-f-ruby-java-springer-science-plus-business,2016-08-08,32
117403,C++/Android Developer,IDA Indoor Advertising GmbH,"Berlin, Germany",,Help us revolutionize the digital-out-of-home advertising market with our new product…,"[""c++"",""android"",""testing"",""refactoring""]",/jobs/117403/c-plus-plus-android-developer-ida-indoor-advertising-gmbh,2016-08-08,32
122467,Magento developer,Bitstone SRL,"Cluj-Napoca, Romania",,We are searching for a developer with minimum 2 years of experience in Magento development. You will…,"[""magento"",""php""]",/jobs/122467/magento-developer-bitstone-srl,2016-08-08,32
122468,Quality Engineer Mobile Apps,Albelli,"Amsterdam, Netherlands",,The department/teamWill you join our scrum team of 6 HTML5/JS developers and a Quality Engineer? This…,"[""selenium"",""automated-tests"",""testing"",""java"",""c#""]",/jobs/122468/quality-engineer-mobile-apps-albelli,2016-08-08,32
122463,Senior Developer,Bought By Many,"London, UK","£60,000 - 75,000

                                / 
Provides Equity","Senior Developer
Bought By Many is a multi-award-winning fintech company revolutionising the insurance…","[""python"",""mongodb"",""amazon-web-services"",""django"",""postgresql""]",/jobs/122463/senior-developer-bought-by-many,2016-08-08,32
122466,System Engineer,IMC Financial Markets,"Amsterdam, Netherlands","€60,000 - 100,000"," IMC financial markets – Where Technology drives Trading
Trading nowadays happens in a highly…","[""unix"",""redhat"",""python"",""storage"",""amazon-web-services""]",/jobs/122466/system-engineer-imc-financial-markets,2016-08-08,32
118054,Product Manager (eSynchrony),Lunch Actually Pte Ltd,Singapore,,"Responsibilities:

Work closely with the Lunch Actually Group's executive team on overall product…","[""product"",""project-management""]",/jobs/118054/product-manager-esynchrony-lunch-actually-pte-ltd,2016-08-08,32
118053,Product Manager,Lunch Actually Pte Ltd,Singapore,,"Responsibilities:

Work closely with the Lunch Actually Group's executive team on overall product…","[""product"",""project-management""]",/jobs/118053/product-manager-lunch-actually-pte-ltd,2016-08-08,32
115762,(Senior) Scala Developer (m/f),Risk.Ident GmbH,"Hamburg, Deutschland",,We are currently looking for well experienced Scala Developers to support our Development Teams. All…,"[""scala"",""jvm"",""akka"",""sql"",""nosql""]",/jobs/115762/senior-scala-developer-m-f-riskident-gmbh,2016-08-08,32
122465,Software Developer Medical Applications,Brainlab AG,"Munich, Germany",,For our growing R&D division we are looking for a new software developer. You will be part of a young…,"[""c++"",""c#"",""html5""]",/jobs/122465/software-developer-medical-applications-brainlab-ag,2016-08-08,32
118099,Backend Developer C++ (m/f),CeleraOne GmbH,"Berlin, Deutschland",,We are a team of highly motivated software architects and mathematicians from diverse backgrounds - from…,"[""c++"",""boost"",""zeromq"",""tbb"",""python""]",/jobs/118099/backend-developer-c-plus-plus-m-f-celeraone-gmbh,2016-08-09,32
122516,Backend Developer (Python),Wellcome Trust,"London, UK",,Good health makes life better. We want to improve health for everyone by helping great ideas to thrive.…,"[""python""]",/jobs/122516/backend-developer-python-wellcome-trust,2016-08-09,32
122514,Javascript Engineer,MakerBot,"Brooklyn, NY","$110,000 - 120,000",Design and develop the 3D printers and scanners that are changing the way people work and create.  We…,"[""javascript"",""node.js"",""reactjs"",""c++"",""python""]",/jobs/122514/javascript-engineer-makerbot,2016-08-09,32
122513,Senior Backend Developer (Python),Wellcome Trust,"London, UK",,Good health makes life better. We want to improve health for everyone by helping great ideas to thrive.…,"[""python""]",/jobs/122513/senior-backend-developer-python-wellcome-trust,2016-08-09,32
113179,Senior Frontend Engineer in Berlin (m/f),fromAtoB GmbH,"Berlin, Deutschland",,fromAtoB is looking for an experienced full-time Frontend Engineer headquartered in Berlin or…,"[""html"",""css"",""javascript""]",/jobs/113179/senior-frontend-engineer-in-berlin-m-f-fromatob-gmbh,2016-08-09,32
115029,Senior Ruby on Rails Developer in Berlin(m/f),fromAtoB GmbH,"Berlin, Deutschland",,"fromAtoB is looking for an experienced full-time Backend Engineer headquartered in Berlin or Aachen.
We…","[""ruby-on-rails"",""rspec""]",/jobs/115029/senior-ruby-on-rails-developer-in-berlin-m-f-fromatob-gmbh,2016-08-09,32
122512,Data Engineer,Showpad NV,"San Francisco, CA",,"About Showpad
We believe in the power of content to move people and inspire them – to start…","[""bigdata"",""hadoop"",""apache-spark"",""elasticsearch"",""python""]",/jobs/122512/data-engineer-showpad-nv,2016-08-09,32
122511,System Engineer - Dev Ops (m/f) - Linux Environment,SmartTrade,"Berlin, Deutschland",Provides Equity,SmartTrade is a fast growing Fin-Tech-Company in Berlin. Our technologies and services are pure B2B…,"[""linux"",""php"",""nginx"",""mysql"",""varnish""]",/jobs/122511/system-engineer-dev-ops-m-f-linux-smarttrade,2016-08-09,32
118033,Front End / UI / UX Designer,MedicaSafe,"New York, NY","$60,000 - 100,000

                                / 
Provides Equity","As primary designer on a multi-disciplinary engineering team, you will have a great deal of autonomy in…","[""html"",""css"",""javascript"",""ios"",""jquery""]",/jobs/118033/front-end-ui-ux-designer-medicasafe,2016-08-09,32
122510,Software Ontwikkelaar,NCIM Groep,"Leidschendam, Netherlands",,"Software Ontwikkelaar met een passie voor technologie bij NCIM Groep!
Wil jij werken aan uitdagende,…",[],/jobs/122510/software-ontwikkelaar-ncim-groep,2016-08-09,32
85179,"Windows C/C++ Developer Bratislava, Slovakia - www.joineset.com",ESET,"Bratislava, Slovakia",,"What does working as Windows Client C/C++ Developer entail?
Windows applications developers work in…","[""c++"",""python"",""perl"",""javascript""]",/jobs/85179/windows-c-c-plus-plus-developer-bratislava-slovakia-eset,2016-08-09,32
122506,"Senior Software Engineer - C#, Mongodb, Redis, Rabbitmq",Sporting Solutions - Part of the Sporting Index Group,"London, UK",,"We are Sporting Solutions!
Our products are web based, deployed to both public and private clouds and…","[""c#"",""rabbitmq"",""mongodb"",""postgresql"",""scalability""]",/jobs/122506/senior-software-engineer-c-sharp-mongodb-redis-sporting-solutions-part-of,2016-08-09,32
106082,Sr. Software Developer,Ceridian HCM,"Toronto, ON, Canada",,"Reporting to the Development Manager, the Senior Developer is responsible for designing and implementing…","[""c#"",""asp.net-mvc"",""html5"",""javascript"",""wcf""]",/jobs/106082/sr-software-developer-ceridian-hcm,2016-08-09,32
108620,Senior Java Developer,American Family Insurance,"Madison, WI",,"As a member of the Life Systems team, the individual is responsible for the full software development…","[""java""]",/jobs/108620/senior-java-developer-american-family-insurance,2016-08-09,32
107608,Devops / Systems Engineer (PHP),Compucorp,"London, UK","£28,000 - 45,000","Can you help us automate our infrastructure and help us build our first SaaS product?
We like to build…","[""linux"",""nginx"",""apache"",""mysql"",""amazon-web-services""]",/jobs/107608/devops-systems-engineer-php-compucorp,2016-08-09,32
111278,"Sr. ASP.NET Web Developer, Software Engineer",Outerwall / Redbox,"Oak Brook, IL","$115,000 - 125,000","Sr. Web Developer
Sr Software Engineer – Web We’re looking for a Sr. Software Engineer with solid web…","["".net"",""javascript"",""html"",""asp.net"",""n-tier-architecture""]",/jobs/111278/sr-aspnet-web-developer-software-engineer-outerwall-redbox,2016-08-09,32
122504,Lead Agile Coach (m/f),Kreditech Holding SSL GmbH,"Hamburg, Germany",,"Join the financial revolution!
Are you passionate about finance and want to make a real change? Join…","[""agile"",""agile-project-management"",""scrum"",""scrummaster"",""change-management""]",/jobs/122504/lead-agile-coach-m-f-kreditech-holding-ssl-gmbh,2016-08-09,32
111274,"Tech Lead .NET/C#, JavaScript, Scrum (m/w)",Verivox GmbH,"Heidelberg, Deutschland",,"Du wirst unsere Herausforderungen lieben:
Du führst ein interdisziplinäres Team von Entwicklern und…","[""c#"","".net"",""tdd"",""continuous-integration"",""scrum""]",/jobs/111274/tech-lead-net-c-sharp-javascript-scrum-m-w-verivox-gmbh,2016-08-09,32
122500,Frontend Developer (m/w),Software & Support Media GmbH,"Berlin, Deutschland",,"Ideen verwirklichen.Herausforderungen lieben.
Wir suchen ab sofort nach einem hoch motiviertenFrontend…","[""html"",""css"",""javascript"",""php"",""jquery""]",/jobs/122500/frontend-developer-m-w-software-support-media-gmbh,2016-08-09,32
111273,UI/UX Designer (m/w),Verivox GmbH,"Heidelberg, Deutschland",,Deine Leidenschaft gilt der User Experience? Du willst bei einer spannenden Erfolgsgeschichte dabei sein…,"[""user-interface"",""user-experience"",""responsive-design"",""user-centered-design"",""webdesign""]",/jobs/111273/ui-ux-designer-m-w-verivox-gmbh,2016-08-09,32
122499,Frontend Developer with a passion for design,Telenor Digital AS,"Lysaker, Norway",,Are you passionate about great user experience and cool user interfaces?The Data Insights team in…,"[""html"",""css"",""javascript"",""clojure"",""mobile-application""]",/jobs/122499/frontend-developer-with-a-passion-for-design-telenor-digital-as,2016-08-09,32
115790,Junior Software QA Engineer – B2B Tools,trivago,"Düsseldorf, Germany",,Join trivago and help shape the future of the world’s largest online hotel search. Work with the latest…,"[""html"",""sql""]",/jobs/115790/junior-software-qa-engineer-b2b-tools-trivago,2016-08-09,32
111271,"Webentwickler / Frontend Developer (HTML, CSS, JS) (m/w)",Verivox GmbH,"Heidelberg, Deutschland",,Du erwartest spannende Aufgaben in einem kreativen Team? Du fungierst gerne als Schnittstelle zwischen…,"[""html"",""css"",""javascript"",""jquery"",""angularjs""]",/jobs/111271/webentwickler-frontend-developer-html-css-verivox-gmbh,2016-08-09,32
